1,881
2,881
3,3
4,10
1,7637
2,7637
3,4
4,17
1,29946
2,29946
3,2
4,3
1,4258
2,4258
3,1
4,1
1,14481
2,14481
3,3
4,21
1,31496
2,31496
3,5
4,17
1,38104
2,38104
3,6
4,28
1,32949
2,32949
3,5
4,20
1,2013
2,2013
3,3
4,33
1,29179
2,29179
3,2
4,6
1,29000
2,29000
3,6
4,16
1,24691
2,24691
3,5
4,8
1,21764
2,21764
3,5
4,3
1,21059
2,21059
3,3
4,24
1,12865
2,12865
3,4
4,3
1,21758
2,21758
3,4
4,3
1,11047
2,11047
3,3
4,15
1,26350
2,26350
3,1
4,12
1,8712
2,8712
3,1
4,21
1,728
2,728
3,2
4,36
1,6674
2,6674
3,4
4,34
1,6135
2,6135
3,3
4,35
1,6212
2,6212
3,3
4,14
1,19362
2,19362
3,4
4,30
1,19536
2,19536
3,5
4,2
1,37104
2,37104
3,5
4,21
1,2455
2,2455
3,2
4,40
1,15190
2,15190
3,6
4,16
1,30440
2,30440
3,2
4,25
1,2990
2,2990
3,5
4,37
1,33650
2,33650
3,1
4,12
1,24787
2,24787
3,2
4,23
1,27518
2,27518
3,2
4,1
1,21177
2,21177
3,4
4,39
1,37963
2,37963
3,1
4,24
1,35623
2,35623
3,3
4,20
1,28930
2,28930
3,5
4,3
1,3688
2,3688
3,6
4,16
1,15637
2,15637
3,5
4,34
1,26932
2,26932
3,1
4,4
1,7411
2,7411
3,4
4,5
1,18427
2,18427
3,6
4,11
1,10536
2,10536
3,2
4,40
1,4065
2,4065
3,4
4,7
1,5581
2,5581
3,1
4,6
1,38621
2,38621
3,1
4,14
1,6418
2,6418
3,1
4,16
1,6184
2,6184
3,4
4,29
1,3777
2,3777
3,3
4,12
1,10739
2,10739
3,4
4,3
1,22753
2,22753
3,1
4,4
1,25237
2,25237
3,1
4,3
1,39004
2,39004
3,3
4,9
1,2856
2,2856
3,2
4,40
1,30711
2,30711
3,5
4,20
1,3853
2,3853
3,2
4,30
1,30326
2,30326
3,2
4,22
1,38934
2,38934
3,6
4,8
1,660
2,660
3,5
4,38
1,8557
2,8557
3,2
4,38
1,37402
2,37402
3,5
4,12
1,39618
2,39618
3,1
4,9
1,11891
2,11891
3,3
4,26
1,22264
2,22264
3,6
4,28
1,27098
2,27098
3,4
4,1
1,23332
2,23332
3,5
4,9
1,38921
2,38921
3,1
4,13
1,19752
2,19752
3,4
4,2
1,7405
2,7405
3,5
4,19
1,33820
2,33820
3,4
4,1
1,33520
2,33520
3,6
4,6
1,14281
2,14281
3,2
4,32
1,20797
2,20797
3,6
4,22
1,11544
2,11544
3,5
4,35
1,37182
2,37182
3,3
4,36
1,34511
2,34511
3,5
4,23
1,2917
2,2917
3,1
4,15
1,30720
2,30720
3,6
4,36
1,16568
2,16568
3,5
4,11
1,37968
2,37968
3,2
4,2
1,6045
2,6045
3,4
4,9
1,1646
2,1646
3,3
4,29
1,11456
2,11456
3,5
4,3
1,3064
2,3064
3,2
4,8
1,39313
2,39313
3,4
4,31
1,8307
2,8307
3,5
4,27
1,31673
2,31673
3,4
4,24
1,27081
2,27081
3,5
4,29
1,35460
2,35460
3,1
4,40
1,9377
2,9377
3,1
4,28
1,7307
2,7307
3,2
4,10
1,25706
2,25706
3,4
4,5
1,23870
2,23870
3,2
4,34
1,138
2,138
3,5
4,24
1,31316
2,31316
3,5
4,27
1,25043
2,25043
3,2
4,18
1,24212
2,24212
3,5
4,15
1,16898
2,16898
3,1
4,11
1,15792
2,15792
3,4
4,38
1,26548
2,26548
3,4
4,37
1,18585
2,18585
3,6
4,17
1,9963
2,9963
3,3
4,29
1,29813
2,29813
3,4
4,1
1,37245
2,37245
3,6
4,36
1,31289
2,31289
3,6
4,4
1,14976
2,14976
3,2
4,2
1,31784
2,31784
3,5
4,24
1,24916
2,24916
3,5
4,29
1,10260
2,10260
3,3
4,31
1,27497
2,27497
3,3
4,36
1,7553
2,7553
3,4
4,40
1,2080
2,2080
3,3
4,2
1,25713
2,25713
3,3
4,33
1,19317
2,19317
3,2
4,27
1,3190
2,3190
3,1
4,27
1,11971
2,11971
3,2
4,22
1,26060
2,26060
3,2
4,18
1,1311
2,1311
3,3
4,31
1,20012
2,20012
3,6
4,21
1,27451
2,27451
3,6
4,40
1,13122
2,13122
3,2
4,11
1,13527
2,13527
3,2
4,17
1,22387
2,22387
3,4
4,3
1,3217
2,3217
3,6
4,17
1,19198
2,19198
3,1
4,9
1,21457
2,21457
3,6
4,26
1,15659
2,15659
3,3
4,34
1,24165
2,24165
3,5
4,33
1,20815
2,20815
3,3
4,36
1,19124
2,19124
3,3
4,16
1,21328
2,21328
3,5
4,31
1,22573
2,22573
3,6
4,31
1,15745
2,15745
3,2
4,4
1,24653
2,24653
3,5
4,31
1,31176
2,31176
3,3
4,32
1,19807
2,19807
3,5
4,9
1,17753
2,17753
3,6
4,34
1,39877
2,39877
3,4
4,6
1,4319
2,4319
3,6
4,3
1,24693
2,24693
3,4
4,18
1,32000
2,32000
3,5
4,8
1,14447
2,14447
3,2
4,10
1,25287
2,25287
3,1
4,21
1,15526
2,15526
3,6
4,15
1,33777
2,33777
3,6
4,5
1,31913
2,31913
3,3
4,3
1,28587
2,28587
3,4
4,27
1,35294
2,35294
3,4
4,34
1,23618
2,23618
3,6
4,20
1,1028
2,1028
3,2
4,37
1,30755
2,30755
3,4
4,36
1,3843
2,3843
3,2
4,26
1,33714
2,33714
3,5
4,35
1,28741
2,28741
3,4
4,18
1,2109
2,2109
3,3
4,27
1,15171
2,15171
3,6
4,22
1,12556
2,12556
3,2
4,20
1,20039
2,20039
3,1
4,13
1,35810
2,35810
3,4
4,6
1,12033
2,12033
3,3
4,19
1,1518
2,1518
3,1
4,13
1,22912
2,22912
3,5
4,35
1,32625
2,32625
3,5
4,9
1,505
2,505
3,1
4,15
1,23246
2,23246
3,4
4,11
1,17847
2,17847
3,1
4,29
1,21264
2,21264
3,6
4,25
1,12693
2,12693
3,1
4,37
1,10190
2,10190
3,2
4,1
1,39280
2,39280
3,1
4,8
1,37567
2,37567
3,2
4,35
1,32194
2,32194
3,2
4,26
1,12886
2,12886
3,1
4,27
1,27461
2,27461
3,1
4,8
1,33980
2,33980
3,2
4,25
1,33838
2,33838
3,2
4,6
1,25278
2,25278
3,1
4,31
1,9919
2,9919
3,4
4,22
1,31749
2,31749
3,2
4,17
1,22063
2,22063
3,4
4,5
1,17068
2,17068
3,3
4,9
1,35852
2,35852
3,2
4,29
1,3920
2,3920
3,5
4,17
1,16394
2,16394
3,5
4,37
1,24923
2,24923
3,4
4,38
1,14412
2,14412
3,4
4,19
1,33138
2,33138
3,1
4,23
1,14174
2,14174
3,1
4,3
1,15947
2,15947
3,4
4,28
1,39751
2,39751
3,3
4,28
1,22518
2,22518
3,2
4,24
1,25732
2,25732
3,2
4,3
1,33037
2,33037
3,1
4,4
1,31593
2,31593
3,1
4,16
1,10213
2,10213
3,4
4,27
1,29710
2,29710
3,6
4,21
1,35514
2,35514
3,6
4,30
1,35535
2,35535
3,2
4,25
1,16547
2,16547
3,3
4,30
1,24939
2,24939
3,4
4,5
1,36230
2,36230
3,1
4,35
1,19289
2,19289
3,5
4,33
1,28038
2,28038
3,3
4,33
1,22377
2,22377
3,2
4,32
1,29981
2,29981
3,1
4,29
1,20315
2,20315
3,5
4,31
1,14104
2,14104
3,6
4,35
1,11881
2,11881
3,2
4,37
1,15455
2,15455
3,1
4,32
1,32794
2,32794
3,2
4,14
1,8312
2,8312
3,5
4,18
1,16629
2,16629
3,4
4,30
1,4749
2,4749
3,6
4,16
1,3721
2,3721
3,3
4,13
1,18749
2,18749
3,6
4,24
1,5336
2,5336
3,6
4,17
1,28175
2,28175
3,6
4,35
1,3556
2,3556
3,1
4,39
1,9444
2,9444
3,1
4,27
1,7901
2,7901
3,1
4,31
1,18953
2,18953
3,1
4,30
1,33348
2,33348
3,2
4,18
1,1469
2,1469
3,1
4,24
1,24700
2,24700
3,6
4,16
1,26880
2,26880
3,1
4,21
1,27491
2,27491
3,2
4,33
1,14318
2,14318
3,4
4,32
1,13034
2,13034
3,3
4,21
1,33412
2,33412
3,3
4,24
1,24518
2,24518
3,6
4,25
1,6090
2,6090
3,5
4,17
1,23260
2,23260
3,5
4,27
1,32233
2,32233
3,5
4,7
1,25223
2,25223
3,1
4,21
1,27175
2,27175
3,5
4,23
1,14838
2,14838
3,4
4,39
1,37310
2,37310
3,6
4,28
1,7839
2,7839
3,3
4,32
1,9929
2,9929
3,1
4,40
1,6793
2,6793
3,3
4,19
1,30565
2,30565
3,6
4,35
1,35677
2,35677
3,5
4,22
1,20080
2,20080
3,3
4,4
1,20640
2,20640
3,4
4,3
1,24655
2,24655
3,2
4,28
1,5799
2,5799
3,1
4,4
1,18944
2,18944
3,2
4,12
1,5765
2,5765
3,2
4,22
1,32019
2,32019
3,1
4,33
1,35373
2,35373
3,1
4,18
1,30700
2,30700
3,3
4,26
1,17619
2,17619
3,3
4,38
1,17298
2,17298
3,2
4,31
1,16363
2,16363
3,2
4,32
1,11365
2,11365
3,1
4,29
1,27018
2,27018
3,4
4,32
1,17479
2,17479
3,3
4,18
1,28132
2,28132
3,1
4,9
1,24637
2,24637
3,6
4,11
1,29024
2,29024
3,5
4,31
1,27579
2,27579
3,4
4,13
1,15263
2,15263
3,4
4,13
1,12542
2,12542
3,3
4,11
1,31818
2,31818
3,1
4,20
1,10945
2,10945
3,1
4,17
1,26897
2,26897
3,6
4,27
1,38955
2,38955
3,2
4,12
1,30825
2,30825
3,6
4,31
1,29938
2,29938
3,4
4,1
1,19622
2,19622
3,6
4,13
1,30433
2,30433
3,4
4,22
1,16038
2,16038
3,5
4,32
1,5171
2,5171
3,4
4,40
1,29138
2,29138
3,3
4,7
1,22045
2,22045
3,4
4,8
1,23921
2,23921
3,3
4,18
1,37561
2,37561
3,2
4,39
1,35319
2,35319
3,6
4,9
1,15912
2,15912
3,4
4,4
1,6834
2,6834
3,5
4,34
1,6416
2,6416
3,2
4,1
1,20321
2,20321
3,2
4,35
1,12838
2,12838
3,1
4,21
1,39437
2,39437
3,1
4,36
1,14231
2,14231
3,5
4,26
1,23095
2,23095
3,1
4,10
1,26559
2,26559
3,3
4,34
1,27482
2,27482
3,5
4,7
1,18647
2,18647
3,3
4,6
1,33292
2,33292
3,6
4,13
1,3574
2,3574
3,1
4,16
1,13878
2,13878
3,4
4,22
1,3999
2,3999
3,2
4,17
1,29772
2,29772
3,3
4,38
1,34808
2,34808
3,3
4,13
1,24759
2,24759
3,4
4,4
1,233
2,233
3,3
4,16
1,12835
2,12835
3,5
4,34
1,25443
2,25443
3,1
4,1
1,31377
2,31377
3,5
4,1
1,16380
2,16380
3,4
4,11
1,32234
2,32234
3,3
4,4
1,35549
2,35549
3,3
4,23
1,998
2,998
3,3
4,4
1,5617
2,5617
3,5
4,6
1,16547
2,16547
3,2
4,33
1,23764
2,23764
3,3
4,6
1,36846
2,36846
3,2
4,22
1,13891
2,13891
3,1
4,20
1,12266
2,12266
3,1
4,38
1,1476
2,1476
3,6
4,39
1,35666
2,35666
3,2
4,36
1,11728
2,11728
3,1
4,2
1,37369
2,37369
3,1
4,11
1,8590
2,8590
3,2
4,38
1,24872
2,24872
3,3
4,22
1,24299
2,24299
3,6
4,7
1,9207
2,9207
3,3
4,34
1,2205
2,2205
3,6
4,10
1,25650
2,25650
3,2
4,9
1,26142
2,26142
3,3
4,10
1,21229
2,21229
3,1
4,33
1,23950
2,23950
3,3
4,36
1,31481
2,31481
3,1
4,30
1,24332
2,24332
3,2
4,19
1,22637
2,22637
3,3
4,21
1,1607
2,1607
3,4
4,6
1,5350
2,5350
3,3
4,32
1,24245
2,24245
3,2
4,37
1,27973
2,27973
3,2
4,21
1,7892
2,7892
3,6
4,1
1,21570
2,21570
3,2
4,32
1,30190
2,30190
3,2
4,3
1,14062
2,14062
3,3
4,8
1,27432
2,27432
3,6
4,24
1,37241
2,37241
3,4
4,36
1,2051
2,2051
3,5
4,16
1,31285
2,31285
3,1
4,33
1,17141
2,17141
3,6
4,35
1,16592
2,16592
3,3
4,4
1,9625
2,9625
3,3
4,15
1,25888
2,25888
3,2
4,40
1,30293
2,30293
3,1
4,14
1,30808
2,30808
3,4
4,16
1,4461
2,4461
3,2
4,33
1,19776
2,19776
3,2
4,36
1,36782
2,36782
3,4
4,39
1,6679
2,6679
3,5
4,19
1,2619
2,2619
3,5
4,26
1,21034
2,21034
3,3
4,28
1,25088
2,25088
3,6
4,20
1,33230
2,33230
3,3
4,35
1,6435
2,6435
3,3
4,1
1,26075
2,26075
3,6
4,23
1,2109
2,2109
3,4
4,36
1,25541
2,25541
3,4
4,14
1,11010
2,11010
3,6
4,39
1,13582
2,13582
3,6
4,7
1,866
2,866
3,1
4,10
1,26338
2,26338
3,4
4,23
1,6040
2,6040
3,2
4,35
1,32490
2,32490
3,2
4,39
1,1802
2,1802
3,3
4,9
1,1217
2,1217
3,6
4,13
1,23267
2,23267
3,1
4,20
1,27700
2,27700
3,6
4,36
1,31421
2,31421
3,2
4,32
1,37914
2,37914
3,2
4,11
1,35185
2,35185
3,2
4,37
1,27605
2,27605
3,3
4,4
1,18012
2,18012
3,5
4,19
1,28301
2,28301
3,1
4,22
1,39439
2,39439
3,2
4,21
1,17242
2,17242
3,5
4,32
1,30336
2,30336
3,6
4,24
1,25329
2,25329
3,3
4,30
1,23697
2,23697
3,6
4,29
1,37897
2,37897
3,4
4,14
1,29221
2,29221
3,3
4,23
1,8901
2,8901
3,3
4,18
1,32544
2,32544
3,2
4,36
1,9928
2,9928
3,6
4,35
1,27731
2,27731
3,2
4,27
1,11706
2,11706
3,5
4,8
1,30984
2,30984
3,5
4,2
1,13547
2,13547
3,6
4,31
1,29284
2,29284
3,1
4,37
1,12404
2,12404
3,4
4,21
1,4059
2,4059
3,1
4,4
1,3876
2,3876
3,1
4,13
1,24581
2,24581
3,6
4,2
1,1748
2,1748
3,3
4,34
1,8089
2,8089
3,4
4,23
1,12802
2,12802
3,3
4,18
1,30904
2,30904
3,2
4,10
1,4168
2,4168
3,4
4,32
1,745
2,745
3,4
4,24
1,24344
2,24344
3,3
4,27
1,32174
2,32174
3,1
4,21
1,23059
2,23059
3,1
4,40
1,11250
2,11250
3,2
4,19
1,17766
2,17766
3,4
4,7
1,19037
2,19037
3,5
4,9
1,2415
2,2415
3,5
4,37
1,16800
2,16800
3,2
4,40
1,1251
2,1251
3,6
4,16
1,7292
2,7292
3,2
4,2
1,35248
2,35248
3,6
4,7
1,25428
2,25428
3,1
